city,timestamp,temperature,season
New York,2010-02-18,-4.381986003187476,winter
New York,2010-02-19,-3.274708058092002,winter
New York,2010-02-20,-1.2619915408079898,winter
New York,2010-02-21,1.510091946019736,winter
New York,2010-02-22,-3.239845382279134,winter
New York,2010-02-23,3.5213026432508854,winter
New York,2010-02-24,-3.640863067668608,winter
New York,2010-02-25,5.604681395950038,winter
New York,2010-02-26,11.477398589217957,winter
New York,2010-02-27,-0.3993205189858428,winter
New York,2010-02-28,-2.485102281005642,winter
New York,2010-03-01,9.973779327179505,spring
New York,2010-03-02,5.889875772583255,spring
New York,2010-03-03,10.743673226065464,spring
New York,2010-03-04,-1.688561761712979,spring
New York,2010-03-05,3.261867559280617,spring
New York,2010-03-06,15.846165854999757,spring
New York,2010-03-07,10.237969048135822,spring
New York,2010-03-08,2.917080751942203,spring
New York,2010-03-09,6.602457647848582,spring
New York,2010-03-10,11.626491059577353,spring
New York,2010-03-11,5.775534564486614,spring
New York,2010-03-12,9.03419557282405,spring
New York,2010-03-13,8.50345132252054,spring
New York,2010-03-14,14.80860588897567,spring
New York,2010-03-15,12.270393857505155,spring
New York,2010-03-16,-3.067195797446434,spring
New York,2010-03-17,11.991223009871467,spring
New York,2010-03-18,4.322226720926913,spring
New York,2010-03-19,7.580875387561117,spring
New York,2010-03-20,1.3304899622237851,spring
New York,2010-03-21,4.936509135543991,spring
New York,2010-03-22,13.455421652220092,spring
New York,2010-03-23,15.572793222663089,spring
New York,2010-03-24,26.14831878547393,spring
New York,2010-03-25,11.349919018300342,spring
New York,2010-03-26,9.651895047442602,spring
New York,2010-03-27,20.400081086583008,spring
New York,2010-03-28,6.014660294949358,spring
New York,2010-03-29,4.798709869868137,spring
New York,2010-03-30,12.060467394263895,spring
New York,2010-03-31,13.027578229454747,spring
New York,2010-04-01,6.3882135404901454,spring
New York,2010-04-02,13.379936784999886,spring
New York,2010-04-03,10.292235727710214,spring
New York,2010-04-04,9.194501488869829,spring
New York,2010-04-05,9.35615873185023,spring
New York,2010-04-06,8.61721581937881,spring
New York,2010-04-07,10.909312702420587,spring
New York,2010-04-08,5.7643719471078905,spring
New York,2010-04-09,13.659323765655113,spring
New York,2010-04-10,12.911276495464321,spring
New York,2010-04-11,14.291401825143227,spring
New York,2010-04-12,17.55698606323685,spring
New York,2010-04-13,5.763183658187659,spring
New York,2010-04-14,15.323436825176621,spring
New York,2010-04-15,14.991090597531038,spring
New York,2010-04-16,5.451734888246406,spring
New York,2010-04-17,7.043820162591981,spring
New York,2010-04-18,12.479533820202674,spring
New York,2010-04-19,8.067978403585544,spring
New York,2010-04-20,12.28266489075337,spring
New York,2010-04-21,6.751150142032687,spring
New York,2010-04-22,8.839648938480458,spring
New York,2010-04-23,15.433050798113063,spring
New York,2010-04-24,10.523739723139807,spring
New York,2010-04-25,6.0361264566463735,spring
New York,2010-04-26,4.662601996132933,spring
New York,2010-04-27,15.524417686160684,spring
New York,2010-04-28,13.018996573954862,spring
New York,2010-04-29,8.593628739446997,spring
New York,2010-04-30,-3.3532072654743814,spring
New York,2010-05-01,-0.5569491822479566,spring
New York,2010-05-02,13.11725391309366,spring
New York,2010-05-03,8.25080602513385,spring
New York,2010-05-04,6.408823381591907,spring
New York,2010-05-05,10.519745276474898,spring
New York,2010-05-06,10.47725881630149,spring
New York,2010-05-07,13.677124591898167,spring
New York,2010-05-08,5.162510829733875,spring
New York,2010-05-09,15.55399707008771,spring
New York,2010-05-10,3.8023475897528414,spring
New York,2010-05-11,-0.5879249455741427,spring
New York,2010-05-12,9.687269894505615,spring
New York,2010-05-13,16.876221755356376,spring
New York,2010-05-14,10.002622380510726,spring
New York,2010-05-15,17.5523810585846,spring
New York,2010-05-16,3.273893880077586,spring
New York,2010-05-17,9.631715888249,spring
New York,2010-05-18,6.394802957545783,spring
New York,2010-05-19,9.141776805949577,spring
New York,2010-05-20,14.7842984312037,spring
New York,2010-05-21,1.9675350053396237,spring
New York,2010-05-22,24.83654978090943,spring
New York,2010-05-23,9.13009695016566,spring
New York,2010-05-24,7.7471643816262645,spring
New York,2010-05-25,9.724631596675456,spring
New York,2010-05-26,1.1651334381673308,spring
New York,2010-05-27,-4.701359665502302,spring
New York,2010-05-28,5.061038475235612,spring
New York,2010-05-29,15.788802178811592,spring
New York,2010-05-30,16.289923090655545,spring
New York,2010-05-31,15.182844030427809,spring
New York,2010-06-01,23.48608556900285,summer
New York,2010-06-02,21.937795793102456,summer
New York,2010-06-03,19.04059191345452,summer
New York,2010-06-04,33.17298098868007,summer
New York,2010-06-05,23.55076585146177,summer
New York,2010-06-06,26.906138304728437,summer
New York,2010-06-07,17.383163819537607,summer
New York,2010-06-08,20.73529360599961,summer
New York,2010-06-09,25.6220781690583,summer
New York,2010-06-10,25.29503323410184,summer
New York,2010-06-11,21.647496415403285,summer
New York,2010-06-12,25.167502668575047,summer
New York,2010-06-13,18.964382284184552,summer
New York,2010-06-14,26.25371926677867,summer
New York,2010-06-15,31.2750463832252,summer
New York,2010-06-16,23.34234360261784,summer
New York,2010-06-17,32.26453446467572,summer
New York,2010-06-18,10.976097007969264,summer
New York,2010-06-19,26.33116713423589,summer
New York,2010-06-20,27.498301846384752,summer
New York,2010-06-21,30.05717540609907,summer
New York,2010-06-22,25.961135708088804,summer
New York,2010-06-23,18.36495241815461,summer
New York,2010-06-24,25.053354512543862,summer
New York,2010-06-25,22.342022159707774,summer
New York,2010-06-26,23.783435248689575,summer
New York,2010-06-27,26.74901186179444,summer
New York,2010-06-28,28.349517059561048,summer
New York,2010-06-29,28.186655334119163,summer
New York,2010-06-30,26.039346201053938,summer
New York,2010-07-01,22.924199966467647,summer
New York,2010-07-02,31.668146371392076,summer
New York,2010-07-03,24.683286959713346,summer
New York,2010-07-04,32.53542666208968,summer
New York,2010-07-05,20.912164753030765,summer
New York,2010-07-06,29.07918382752248,summer
New York,2010-07-07,22.006160383484264,summer
New York,2010-07-08,24.695401197720912,summer
New York,2010-07-09,12.318002048567802,summer
New York,2010-07-10,29.056356453365975,summer
New York,2010-07-11,20.005986742821396,summer
New York,2010-07-12,33.38708645464699,summer
New York,2010-07-13,21.319179765915006,summer
New York,2010-07-14,26.235591162150182,summer
New York,2010-07-15,31.712506969745533,summer
New York,2010-07-16,27.124856953268882,summer
New York,2010-07-17,19.758072130378352,summer
New York,2010-07-18,28.52902806421171,summer
New York,2010-07-19,25.186116321502215,summer
New York,2010-07-20,24.96371856338623,summer
New York,2010-07-21,27.114991278464686,summer
New York,2010-07-22,22.082575821489147,summer
New York,2010-07-23,19.133609603173827,summer
New York,2010-07-24,28.353832477891117,summer
New York,2010-07-25,19.468856097191903,summer
New York,2010-07-26,25.25440001028693,summer
New York,2010-07-27,31.732570577051167,summer
New York,2010-07-28,28.961329563749878,summer
New York,2010-07-29,32.25221351245169,summer
New York,2010-07-30,24.524955934156072,summer
New York,2010-07-31,35.08874194959161,summer
New York,2010-08-01,30.34029732710875,summer
New York,2010-08-02,17.221781082201318,summer
New York,2010-08-03,24.21690961521675,summer
New York,2010-08-04,20.43612131721888,summer
New York,2010-08-05,29.65434974091896,summer
New York,2010-08-06,29.381184952801682,summer
New York,2010-08-07,28.843999443063787,summer
New York,2010-08-08,23.930306747159765,summer
New York,2010-08-09,25.040927573028313,summer
New York,2010-08-10,30.294005311762056,summer
New York,2010-08-11,30.28482614658259,summer
New York,2010-08-12,21.11096818811331,summer
New York,2010-08-13,24.015576413813484,summer
New York,2010-08-14,28.159635047680954,summer
New York,2010-08-15,15.747955635820537,summer
New York,2010-08-16,19.182120313160947,summer
New York,2010-08-17,17.846742891654927,summer
New York,2010-08-18,21.76525888495616,summer
New York,2010-08-19,21.625558100337265,summer
New York,2010-08-20,13.31849886236974,summer
New York,2010-08-21,19.200784271542243,summer
New York,2010-08-22,29.352440527596386,summer
New York,2010-08-23,28.020216488954134,summer
New York,2010-08-24,22.612774998443296,summer
New York,2010-08-25,28.27096777110831,summer
New York,2010-08-26,21.84894822003623,summer
New York,2010-08-27,21.02971785891469,summer
New York,2010-08-28,36.82176105775506,summer
New York,2010-08-29,22.623935079236695,summer
New York,2010-08-30,27.426599145098038,summer
New York,2010-08-31,32.95260868196013,summer
New York,2010-09-01,8.873330638137933,autumn
New York,2010-09-02,14.27980499644587,autumn
New York,2010-09-03,11.406305280153271,autumn
New York,2010-09-04,8.499052952072947,autumn
New York,2010-09-05,15.844355496634977,autumn
New York,2010-09-06,19.004016921924876,autumn
New York,2010-09-07,20.19477260026797,autumn
New York,2010-09-08,12.832023156122476,autumn
New York,2010-09-09,19.753571826701357,autumn
New York,2010-09-10,15.723726049709397,autumn
New York,2010-09-11,13.585422057216933,autumn
New York,2010-09-12,3.956469611360383,autumn
New York,2010-09-13,17.331867286524094,autumn
New York,2010-09-14,15.857208588864113,autumn
New York,2010-09-15,8.141058094331186,autumn
New York,2010-09-16,26.2081837679744,autumn
New York,2010-09-17,11.004357951309634,autumn
New York,2010-09-18,9.150624675464204,autumn
New York,2010-09-19,13.90999318599327,autumn
New York,2010-09-20,11.438354956470793,autumn
New York,2010-09-21,20.879365049427566,autumn
New York,2010-09-22,7.286437753204015,autumn
New York,2010-09-23,7.791823098898853,autumn
New York,2010-09-24,15.925743157181895,autumn
New York,2010-09-25,10.094355509780565,autumn
New York,2010-09-26,15.741995411643966,autumn
New York,2010-09-27,16.000910718757346,autumn
New York,2010-09-28,17.955977439131875,autumn
New York,2010-09-29,14.68039106190607,autumn
New York,2010-09-30,17.24373127512913,autumn
New York,2010-10-01,13.994686512883218,autumn
New York,2010-10-02,17.771214063218345,autumn
New York,2010-10-03,12.048567245029217,autumn
New York,2010-10-04,16.321240149266803,autumn
New York,2010-10-05,19.79785135838649,autumn
New York,2010-10-06,9.149940630092484,autumn
New York,2010-10-07,12.16295703204069,autumn
New York,2010-10-08,18.499159273077037,autumn
New York,2010-10-09,14.07916729609504,autumn
New York,2010-10-10,7.972028671242914,autumn
New York,2010-10-11,15.437651252009568,autumn
New York,2010-10-12,6.205533696195394,autumn
New York,2010-10-13,5.11579424959055,autumn
New York,2010-10-14,14.208457526209338,autumn
New York,2010-10-15,22.47918801166977,autumn
New York,2010-10-16,19.77318157775342,autumn
New York,2010-10-17,22.626315889411607,autumn
New York,2010-10-18,14.921382989856799,autumn
New York,2010-10-19,9.60658916017368,autumn
New York,2010-10-20,19.791919458238876,autumn
New York,2010-10-21,11.98493396557124,autumn
New York,2010-10-22,24.989247382636712,autumn
New York,2010-10-23,17.150063214806423,autumn
New York,2010-10-24,13.641015721507049,autumn
New York,2010-10-25,15.27981248017852,autumn
New York,2010-10-26,18.323045070828158,autumn
New York,2010-10-27,22.66485558514314,autumn
New York,2010-10-28,12.363115573042712,autumn
New York,2010-10-29,23.243141401023347,autumn
New York,2010-10-30,24.632502896813413,autumn
New York,2010-10-31,21.415211632883402,autumn
New York,2010-11-01,17.72503179471588,autumn
New York,2010-11-02,9.494991844086709,autumn
New York,2010-11-03,7.431868763884016,autumn
New York,2010-11-04,13.588157582544907,autumn
New York,2010-11-05,17.17465425623481,autumn
New York,2010-11-06,23.02938980087793,autumn
New York,2010-11-07,9.460510664770013,autumn
New York,2010-11-08,12.030675563071394,autumn
New York,2010-11-09,9.578127590202829,autumn
New York,2010-11-10,15.307783311281733,autumn
New York,2010-11-11,8.578381669341736,autumn
New York,2010-11-12,16.02338615980306,autumn
New York,2010-11-13,14.236376544723871,autumn
New York,2010-11-14,13.79984616377937,autumn
New York,2010-11-15,11.09292911430179,autumn
New York,2010-11-16,14.325541677111808,autumn
New York,2010-11-17,13.921491338803932,autumn
New York,2010-11-18,8.26884599628867,autumn
New York,2010-11-19,22.53350260753435,autumn
New York,2010-11-20,16.852376864863,autumn
New York,2010-11-21,20.494220440024208,autumn
New York,2010-11-22,20.81428909722042,autumn
New York,2010-11-23,21.042511501929724,autumn
New York,2010-11-24,14.130030182415997,autumn
New York,2010-11-25,19.091979889649586,autumn
New York,2010-11-26,8.657820537823893,autumn
New York,2010-11-27,11.357536212614471,autumn
New York,2010-11-28,9.29369354868983,autumn
New York,2010-11-29,18.579880966701488,autumn
New York,2010-11-30,12.379883698799043,autumn
New York,2010-12-01,1.9638577240873656,winter
New York,2010-12-02,-0.7263821970550108,winter
New York,2010-12-03,-5.36877284682812,winter
New York,2010-12-04,2.4566053574237676,winter
New York,2010-12-05,-1.4125749806108687,winter
New York,2010-12-06,4.530119436133867,winter
New York,2010-12-07,-7.218697756518764,winter
New York,2010-12-08,5.69498688806031,winter
New York,2010-12-09,-5.255704903496986,winter
New York,2010-12-10,-3.784808321134302,winter
New York,2010-12-11,-4.336286879549084,winter
New York,2010-12-12,0.6582741432005839,winter
New York,2010-12-13,-3.0200454182727343,winter
New York,2010-12-14,-4.427636747327821,winter
New York,2010-12-15,0.42167937225014207,winter
New York,2010-12-16,-4.0361772668261375,winter
New York,2010-12-17,11.07976716080293,winter
New York,2010-12-18,1.1968832484389356,winter
New York,2010-12-19,-0.8620045581328274,winter
New York,2010-12-20,-1.6469856230477251,winter
New York,2010-12-21,-0.9353391816309308,winter
New York,2010-12-22,12.156381791487492,winter
New York,2010-12-23,-2.3968351618111585,winter
New York,2010-12-24,-0.29313403777967667,winter
New York,2010-12-25,9.224705439178804,winter
New York,2010-12-26,7.011423056680418,winter
New York,2010-12-27,-3.4402715486394326,winter
New York,2010-12-28,-9.091023650017775,winter
New York,2010-12-29,-1.840199874404557,winter
New York,2010-12-30,-6.6607573671916365,winter
New York,2010-12-31,-4.4774913400113965,winter
New York,2011-01-01,2.1896976950630895,winter
New York,2011-01-02,-1.5245558999005495,winter
New York,2011-01-03,3.7707552666077966,winter
New York,2011-01-04,2.1586172737808345,winter
New York,2011-01-05,8.347723591951988,winter
New York,2011-01-06,-1.7618107614775504,winter
New York,2011-01-07,5.237335577443782,winter
New York,2011-01-08,2.691566909176209,winter
New York,2011-01-09,7.0236753359339055,winter
New York,2011-01-10,-1.9115100327340364,winter
New York,2011-01-11,-10.060652865632235,winter
New York,2011-01-12,-0.5200056785254796,winter
New York,2011-01-13,8.521116684983653,winter
New York,2011-01-14,-0.6117415300156634,winter
New York,2011-01-15,10.475691388924728,winter
New York,2011-01-16,-6.062426405667822,winter
New York,2011-01-17,4.552550019782017,winter
New York,2011-01-18,-0.5208728219551053,winter
New York,2011-01-19,-2.225479886106465,winter
New York,2011-01-20,1.8658219756838614,winter
New York,2011-01-21,7.229006796836578,winter
New York,2011-01-22,-1.9061409354871561,winter
New York,2011-01-23,-3.0865882826053586,winter
New York,2011-01-24,-1.8413553313108566,winter
New York,2011-01-25,-2.661803246175742,winter
New York,2011-01-26,5.0730747120972755,winter
New York,2011-01-27,-1.591327615073803,winter
New York,2011-01-28,3.009843496501162,winter
New York,2011-01-29,7.872761263208943,winter
New York,2011-01-30,-0.3887510022545243,winter
New York,2011-01-31,-9.23002252573359,winter
New York,2011-02-01,1.0753714006101185,winter
New York,2011-02-02,3.920502279210159,winter
New York,2011-02-03,2.6538859308249236,winter
New York,2011-02-04,-2.9132651926804503,winter
New York,2011-02-05,1.2134713533058863,winter
New York,2011-02-06,3.094047242343538,winter
New York,2011-02-07,-4.551813105100432,winter
New York,2011-02-08,9.817854410031725,winter
New York,2011-02-09,5.009002101526048,winter
New York,2011-02-10,-3.5956473455245725,winter
New York,2011-02-11,-1.9891839588155824,winter
New York,2011-02-12,3.2121197979000646,winter
New York,2011-02-13,0.2555532411465545,winter
New York,2011-02-14,5.150416983698532,winter
New York,2011-02-15,-4.999625957461716,winter
New York,2011-02-16,5.903608967740087,winter
New York,2011-02-17,-2.994837327876034,winter
New York,2011-02-18,-7.1444477526914705,winter
New York,2011-02-19,1.1449198302682007,winter
New York,2011-02-20,-2.6055855913739197,winter
New York,2011-02-21,-1.697482199301923,winter
New York,2011-02-22,7.6696489979351155,winter
New York,2011-02-23,5.933463066785474,winter
New York,2011-02-24,-2.2202499713051296,winter
New York,2011-02-25,0.8504391679748013,winter
New York,2011-02-26,-8.412602390466578,winter
New York,2011-02-27,-5.376144127187495,winter
New York,2011-02-28,2.682226387294971,winter
New York,2011-03-01,15.540953222422331,spring
New York,2011-03-02,15.527525256194199,spring
New York,2011-03-03,12.516947798398164,spring
New York,2011-03-04,15.234316255323517,spring
New York,2011-03-05,9.17512308185293,spring
New York,2011-03-06,5.365461386443967,spring
New York,2011-03-07,12.735900568802858,spring
New York,2011-03-08,11.323820957388039,spring
New York,2011-03-09,16.589039301921844,spring
New York,2011-03-10,11.458231968713267,spring
New York,2011-03-11,14.130893538150094,spring
New York,2011-03-12,15.850639237609453,spring
New York,2011-03-13,5.9346509101708325,spring
New York,2011-03-14,11.75324025483495,spring
New York,2011-03-15,11.84385058886821,spring
New York,2011-03-16,9.011331769404606,spring
New York,2011-03-17,14.789248441722826,spring
New York,2011-03-18,11.790806656977786,spring
New York,2011-03-19,12.208950404010633,spring
New York,2011-03-20,12.086117250731169,spring
New York,2011-03-21,2.758458000989485,spring
New York,2011-03-22,14.100489353261425,spring
New York,2011-03-23,7.221626651986705,spring
New York,2011-03-24,20.093387047168143,spring
New York,2011-03-25,14.40347461050391,spring
New York,2011-03-26,12.148709088013302,spring
New York,2011-03-27,15.706191219141507,spring
New York,2011-03-28,5.771377493358253,spring
New York,2011-03-29,8.059102746602077,spring
New York,2011-03-30,7.243161123548579,spring
New York,2011-03-31,5.544652709662476,spring
New York,2011-04-01,1.7020569713183171,spring
New York,2011-04-02,8.68620227500572,spring
New York,2011-04-03,8.797627709331334,spring
New York,2011-04-04,18.2719662414709,spring
New York,2011-04-05,4.151422955375591,spring
New York,2011-04-06,7.269497370832379,spring
New York,2011-04-07,10.71128799238372,spring
New York,2011-04-08,24.502151555334358,spring
New York,2011-04-09,14.056719665649748,spring
New York,2011-04-10,6.552679087211011,spring
New York,2011-04-11,7.45566603454758,spring
New York,2011-04-12,-1.1711444586510709,spring
New York,2011-04-13,9.49668180786667,spring
New York,2011-04-14,8.023883431896461,spring
New York,2011-04-15,20.20750489859456,spring
New York,2011-04-16,9.023653179087006,spring
New York,2011-04-17,13.957303350365498,spring
New York,2011-04-18,9.087184113417432,spring
New York,2011-04-19,6.499916747690033,spring
New York,2011-04-20,5.7244948372543485,spring
New York,2011-04-21,11.909759356737558,spring
New York,2011-04-22,1.4092330090298084,spring
New York,2011-04-23,16.185562669297965,spring
New York,2011-04-24,11.576208097187072,spring
New York,2011-04-25,12.958938691850783,spring
New York,2011-04-26,3.319263601643999,spring
New York,2011-04-27,11.357683109729466,spring
New York,2011-04-28,10.639090364710917,spring
New York,2011-04-29,5.41128071911335,spring
New York,2011-04-30,10.616254958970366,spring
New York,2011-05-01,11.34781095373747,spring
New York,2011-05-02,12.895724592315654,spring
New York,2011-05-03,4.584001589670583,spring
New York,2011-05-04,1.2560927747039798,spring
New York,2011-05-05,7.731710303881219,spring
New York,2011-05-06,-0.003983305417305516,spring
New York,2011-05-07,6.515607535919097,spring
New York,2011-05-08,2.0280459018623045,spring
New York,2011-05-09,18.641271397219718,spring
New York,2011-05-10,9.592021198008238,spring
New York,2011-05-11,7.832464548156038,spring
New York,2011-05-12,19.27923965644762,spring
New York,2011-05-13,15.110873014680827,spring
New York,2011-05-14,6.214476818027111,spring
New York,2011-05-15,16.740393717356195,spring
New York,2011-05-16,10.628654072440986,spring
New York,2011-05-17,14.034007905526392,spring
New York,2011-05-18,9.22864041770247,spring
New York,2011-05-19,12.62164212313101,spring
New York,2011-05-20,4.473615550202412,spring
New York,2011-05-21,8.589709788875444,spring
New York,2011-05-22,10.723609722929014,spring
New York,2011-05-23,18.565456527957828,spring
New York,2011-05-24,9.803435837241361,spring
New York,2011-05-25,4.264126457299864,spring
New York,2011-05-26,10.002852638418604,spring
New York,2011-05-27,8.82665992141392,spring
New York,2011-05-28,18.779763152132652,spring
New York,2011-05-29,13.081826513495932,spring
New York,2011-05-30,11.816670069704436,spring
New York,2011-05-31,5.00935782872573,spring
New York,2011-06-01,27.849587215017813,summer
New York,2011-06-02,11.206912202233305,summer
New York,2011-06-03,30.20620539055669,summer
New York,2011-06-04,26.34589717506215,summer
New York,2011-06-05,26.06733174857622,summer
New York,2011-06-06,24.637080836496363,summer
New York,2011-06-07,26.588489680840325,summer
New York,2011-06-08,21.88600080176316,summer
New York,2011-06-09,22.768490743849313,summer
New York,2011-06-10,24.042483383115254,summer
New York,2011-06-11,31.337722112115554,summer
New York,2011-06-12,22.534673534095095,summer
New York,2011-06-13,21.92523700596528,summer
New York,2011-06-14,22.790453926163927,summer
New York,2011-06-15,25.880331327076732,summer
New York,2011-06-16,26.844480765955677,summer
New York,2011-06-17,16.039398230849052,summer
New York,2011-06-18,22.062559320913618,summer
New York,2011-06-19,14.28506001405178,summer
New York,2011-06-20,31.025729684921973,summer
New York,2011-06-21,23.278663980760783,summer
New York,2011-06-22,23.401247533438568,summer
New York,2011-06-23,17.8838865262231,summer
New York,2011-06-24,26.681033910470944,summer
New York,2011-06-25,29.11590154151257,summer
New York,2011-06-26,22.96156531451817,summer
New York,2011-06-27,27.3106879349598,summer
New York,2011-06-28,17.844713905325776,summer
New York,2011-06-29,25.909735214976525,summer
New York,2011-06-30,23.44434494752792,summer
New York,2011-07-01,28.12705283407645,summer
New York,2011-07-02,27.911348279184015,summer
New York,2011-07-03,28.074189985366093,summer
New York,2011-07-04,25.96935494531068,summer
New York,2011-07-05,26.827968334314654,summer
New York,2011-07-06,24.7374008911329,summer
New York,2011-07-07,14.515424348215358,summer
New York,2011-07-08,36.83216838774262,summer
New York,2011-07-09,27.14769444382265,summer
New York,2011-07-10,25.027668343191266,summer
New York,2011-07-11,24.01367444926081,summer
New York,2011-07-12,28.827066555693698,summer
New York,2011-07-13,25.296713694738635,summer
New York,2011-07-14,16.792137245824755,summer
New York,2011-07-15,23.810047211718064,summer
New York,2011-07-16,28.689912808988588,summer
New York,2011-07-17,26.37937183127001,summer
New York,2011-07-18,16.168619757899503,summer
New York,2011-07-19,30.921000260826364,summer
New York,2011-07-20,32.548808563186135,summer
New York,2011-07-21,28.075867511305642,summer
New York,2011-07-22,23.429933530899724,summer
New York,2011-07-23,23.95739080590494,summer
New York,2011-07-24,30.171740243333254,summer
New York,2011-07-25,25.35800775294344,summer
New York,2011-07-26,20.536126242256163,summer
New York,2011-07-27,20.28236841251053,summer
New York,2011-07-28,21.61884654925299,summer
New York,2011-07-29,21.273111133362818,summer
New York,2011-07-30,25.434995531281636,summer
New York,2011-07-31,25.96821524594853,summer
New York,2011-08-01,29.67217586344634,summer
New York,2011-08-02,24.503459110448965,summer
New York,2011-08-03,30.353253371786135,summer
New York,2011-08-04,24.81992270750818,summer
New York,2011-08-05,18.458409000129564,summer
New York,2011-08-06,26.202781348427568,summer
New York,2011-08-07,31.678674867602023,summer
New York,2011-08-08,22.358052044894087,summer
New York,2011-08-09,29.870574930708877,summer
New York,2011-08-10,27.51244237279372,summer
New York,2011-08-11,18.886130702301468,summer
New York,2011-08-12,27.83894689326003,summer
New York,2011-08-13,22.925475331760023,summer
New York,2011-08-14,23.150864375886314,summer
New York,2011-08-15,26.809815930573716,summer
New York,2011-08-16,19.563200817725182,summer
New York,2011-08-17,24.105351381577652,summer
New York,2011-08-18,27.43247681926676,summer
New York,2011-08-19,39.62193949683651,summer
New York,2011-08-20,24.35387964544405,summer
New York,2011-08-21,29.544378357334168,summer
New York,2011-08-22,29.637308907103417,summer
New York,2011-08-23,21.334679072828962,summer
New York,2011-08-24,16.64110560016742,summer
New York,2011-08-25,25.02965501612111,summer
New York,2011-08-26,29.70023767896994,summer
New York,2011-08-27,27.88523890736429,summer
New York,2011-08-28,23.54542417311598,summer
New York,2011-08-29,27.618367108011512,summer
New York,2011-08-30,30.355353055886027,summer
New York,2011-08-31,32.951394925779226,summer
New York,2011-09-01,12.228493581289317,autumn
New York,2011-09-02,13.603236970069169,autumn
New York,2011-09-03,7.609127586754165,autumn
New York,2011-09-04,14.303670535895503,autumn
New York,2011-09-05,21.66690366524146,autumn
New York,2011-09-06,20.83084602516922,autumn
New York,2011-09-07,18.846739840506576,autumn
New York,2011-09-08,12.892847776208711,autumn
New York,2011-09-09,8.690208583408456,autumn
New York,2011-09-10,8.99301529088351,autumn
New York,2011-09-11,4.857941245521964,autumn
New York,2011-09-12,17.169016505234328,autumn
New York,2011-09-13,12.671780767109386,autumn
New York,2011-09-14,15.043339663545161,autumn
New York,2011-09-15,11.35528272974516,autumn
New York,2011-09-16,21.119481946376776,autumn
New York,2011-09-17,15.898836994034093,autumn
New York,2011-09-18,14.790032009070279,autumn
New York,2011-09-19,22.541801554423497,autumn
New York,2011-09-20,10.675735315707573,autumn
New York,2011-09-21,10.834000462130469,autumn
New York,2011-09-22,17.264696195624726,autumn
New York,2011-09-23,11.439325595019195,autumn
New York,2011-09-24,9.434092509350542,autumn
New York,2011-09-25,14.097097884019798,autumn
New York,2011-09-26,17.3772977623057,autumn
New York,2011-09-27,20.77532201598079,autumn
New York,2011-09-28,16.042508610967904,autumn
New York,2011-09-29,18.94604875925666,autumn
New York,2011-09-30,17.254868862107486,autumn
New York,2011-10-01,8.624616576785975,autumn
New York,2011-10-02,11.12411289660503,autumn
New York,2011-10-03,15.045389404538994,autumn
New York,2011-10-04,21.581603724561184,autumn
New York,2011-10-05,23.73544156251274,autumn
New York,2011-10-06,13.198822293704602,autumn
New York,2011-10-07,14.271247479194182,autumn
New York,2011-10-08,19.99740321868712,autumn
New York,2011-10-09,22.902802333172865,autumn
New York,2011-10-10,16.143777803823294,autumn
New York,2011-10-11,3.4378195610925317,autumn
New York,2011-10-12,19.02229208792823,autumn
